Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Combined,Outlet_Code
NCG06,16.35,1,0.029565308999999998,256.4646,OUT018,0,1,2,2,515.3292,2,3
FDX36,9.695,2,0.12828324300000002,226.1404,OUT046,12,2,0,1,3375.6059999999998,1,8
FDT09,15.15,2,0.012332667,130.0284,OUT017,2,1,1,1,3559.3668,1,2
FDF08,14.3,2,0.06519522900000001,88.9856,OUT035,5,2,1,1,1669.8264,1,6
FDA43,10.895,0,0.108253944,194.8794,OUT010,11,1,2,0,585.2382,1,0
NCN06,8.39,1,0.121178848,165.1868,OUT017,2,1,1,1,2784.3756,2,2
DRF15,18.35,0,0.034651979900000004,151.934,OUT013,22,0,2,1,306.268,0,1
NCX05,15.2,1,0.09698132,116.3492,OUT013,22,0,2,1,2548.6824,2,1
FDM21,20.2,0,0.064351908,259.4646,OUT035,5,2,1,1,2061.3168,1,6
NCG54,12.792854228644991,1,0.079419801,172.3106,OUT027,24,1,2,3,5475.5392,2,5
FDD26,8.71,2,0.072301795,185.6924,OUT045,7,1,1,1,3331.6632,1,7
FDU23,12.15,0,0.021719387000000003,163.1184,OUT035,5,2,1,1,3467.4864,1,6
FDO37,8.06,0,0.021420031000000003,232.0326,OUT045,7,1,1,1,3003.4238,1,7
FDP19,11.5,0,0.290430317,130.6652,OUT010,11,1,2,0,258.3304,1,0
FDT13,14.85,0,0.018571641,187.3214,OUT046,12,2,0,1,4333.6922,1,8
FDY07,11.8,0,0.040626524444444444,45.2402,OUT018,0,1,2,2,1148.505,1,3
DRI47,14.7,0,0.020952705,143.5128,OUT049,10,1,0,1,2444.8176,0,9
NCW42,12.792854228644991,1,0.102371638,221.2456,OUT019,24,2,0,0,663.1368,2,4
NCQ50,18.75,1,0.034278798,214.1218,OUT013,22,0,2,1,4488.1578,2,1
FDQ09,7.235,0,0.056558063000000006,115.1834,OUT045,7,1,1,1,1382.2008,1,7
FDI20,12.792854228644991,0,0.038377013,211.5586,OUT027,24,1,2,3,4432.2306,1,5
NCP05,19.6,1,0.025325897000000003,150.9024,OUT049,10,1,0,1,3795.06,2,9
FDH02,7.27,2,0.020898691,92.2488,OUT017,2,1,1,1,814.9392,1,2
FDH45,15.1,2,0.105881129,42.0796,OUT045,7,1,1,1,454.0756,1,7
DRG49,7.81,0,0.112906337,243.5486,OUT010,11,1,2,0,488.6972,0,0
FDA37,7.81,2,0.055216312000000004,125.5046,OUT035,5,2,1,1,3237.1196,1,6
FDS13,6.465,0,0.125210375,266.8884,OUT017,2,1,1,1,1059.9536,1,2
NCW42,12.792854228644991,1,0.058185842,220.8456,OUT027,24,1,2,3,4199.8664,2,5
FDK15,10.8,0,0.098814721,100.5042,OUT018,0,1,2,2,1884.8798,1,3
FDX51,9.5,2,0.022058724,196.8452,OUT046,12,2,0,1,3523.4136,1,8
FDJ20,20.7,2,0.100091576,125.5388,OUT013,22,0,2,1,2105.2596,1,1
DRK59,8.895,0,0.075876602,235.9616,OUT017,2,1,1,1,1874.8928,0,2
FDL45,15.6,0,0.037841362,125.2704,OUT018,0,1,2,2,2628.5784,1,3
FDH41,9.0,0,0.081943273,214.5534,OUT013,22,0,2,1,3440.8544,1,1
FDD05,19.35,0,0.016645164,120.9098,OUT045,7,1,1,1,1687.1372,1,7
FDZ39,19.7,2,0.018061324,102.59899999999999,OUT045,7,1,1,1,2063.98,1,7
FDY35,12.792854228644991,2,0.028062401,44.0402,OUT019,24,2,0,0,91.8804,1,4
NCE06,5.825,1,0.091857904,160.7894,OUT018,0,1,2,2,1617.894,2,3
FDE57,12.792854228644991,0,0.036109413,140.6154,OUT027,24,1,2,3,4538.0928,1,5
FDD33,12.85,0,0.10863337199999999,233.8642,OUT018,0,1,2,2,2323.6420000000003,1,3
FDQ10,12.85,0,0.03324652,172.4422,OUT045,7,1,1,1,4483.4972,1,7
FDN15,17.5,0,0.016720132,139.918,OUT013,22,0,2,1,419.454,1,1
FDS50,17.0,0,0.055433377,221.1114,OUT046,12,2,0,1,4434.228,1,8
FDX21,7.05,0,0.084966021,111.1912,OUT046,12,2,0,1,1965.4416,1,8
FDL58,5.78,2,0.07413505299999999,264.0568,OUT035,5,2,1,1,2109.2544,1,6
FDK09,15.2,0,0.09174595099999999,229.0352,OUT035,5,2,1,1,2290.3520000000003,1,6
FDS08,12.792854228644991,0,0.056685383,178.437,OUT027,24,1,2,3,3175.866,1,5
FDE20,11.35,2,0.00552947,169.27900000000002,OUT035,5,2,1,1,2376.906,1,6
FDF04,17.5,0,0.013664703,257.7304,OUT045,7,1,1,1,5683.2688,1,7
FDA50,16.25,0,0.08731067199999999,95.541,OUT049,10,1,0,1,1544.656,1,9
FDX08,12.85,0,0.022639195,179.7318,OUT049,10,1,0,1,2165.1816,1,9
FDD05,12.792854228644991,0,0.016531033,122.4098,OUT027,24,1,2,3,3012.745,1,5
FDG41,8.84,2,0.076873991,109.9228,OUT018,0,1,2,2,1547.3192,1,3
FDU39,12.792854228644991,0,0.035863436,58.3562,OUT027,24,1,2,3,1125.8678,1,5
NCQ43,17.75,1,0.111301625,107.5912,OUT046,12,2,0,1,1528.6768,2,8
NCY42,6.38,1,0.015193323,143.347,OUT045,7,1,1,1,858.882,2,7
FDF26,12.792854228644991,2,0.046408927999999995,153.2998,OUT027,24,1,2,3,3998.7948,1,5
FDC20,10.65,0,0.0250077592,57.1272,OUT035,5,2,1,1,279.63599999999997,1,6
FDX14,13.1,0,0.07494003,75.0354,OUT046,12,2,0,1,902.8248,1,8
DRC49,12.792854228644991,0,0.065119701,145.7128,OUT027,24,1,2,3,4026.7584,0,5
FDM40,10.195,0,0.15417188799999998,143.1154,OUT017,2,1,1,1,2410.8618,1,2
FDE10,6.67,2,0.090456903,131.2626,OUT017,2,1,1,1,2098.6016,1,2
NCU17,5.32,1,0.093071679,103.8674,OUT045,7,1,1,1,509.337,2,7
FDB36,12.792854228644991,2,0.048292189000000006,133.1626,OUT027,24,1,2,3,2492.0894,1,5
DRF13,12.1,0,0.029902678999999998,144.3444,OUT018,0,1,2,2,1161.1552,0,3
FDL13,13.85,2,0.056547985999999995,232.73,OUT018,0,1,2,2,6291.81,1,3
NCH55,16.35,1,0.034726222,125.602,OUT049,10,1,0,1,3036.048,2,9
NCF18,18.35,1,0.08890854699999999,192.8504,OUT013,22,0,2,1,2876.256,2,1
FDC09,15.5,2,0.044024163,102.0332,OUT010,11,1,2,0,102.5332,1,0
FDV09,12.1,0,0.020568574,150.4734,OUT046,12,2,0,1,2078.6276,1,8
FDV09,12.1,0,0.020564685,148.2734,OUT035,5,2,1,1,3266.4148,1,6
FDU16,19.25,2,0.058226609000000006,85.2908,OUT013,22,0,2,1,671.1264,1,1
FDD26,8.71,2,0.072155462,183.3924,OUT046,12,2,0,1,3146.5708,1,8
NCA29,10.5,1,0.027253711,170.9106,OUT013,22,0,2,1,3251.1014,2,1
FDZ26,11.6,2,0.144604071,240.8222,OUT018,0,1,2,2,3585.333,1,3
FDT56,16.0,2,0.193477995,55.9246,OUT010,11,1,2,0,405.4722,1,0
FDF22,6.865,0,0.056945935999999996,214.6218,OUT045,7,1,1,1,1923.4962,1,7
FDH21,10.395,0,0.031288338,159.5604,OUT045,7,1,1,1,2852.2872,1,7
FDD44,8.05,2,0.078400465,259.0646,OUT046,12,2,0,1,4380.2982,1,8
FDS56,5.785,2,0.038976089,264.2252,OUT017,2,1,1,1,3934.8779999999997,1,2
FDF21,10.3,2,0.058918844000000005,191.653,OUT049,10,1,0,1,5313.084,1,9
FDM44,12.5,0,0.031176157000000003,103.09899999999999,OUT018,0,1,2,2,722.393,1,3
DRK01,7.63,0,0.061159245999999994,92.5436,OUT049,10,1,0,1,1607.2412,0,9
FDO22,13.5,2,0.017148291625,78.396,OUT035,5,2,1,1,1438.128,1,6
FDP57,17.5,0,0.052550476,101.29899999999999,OUT045,7,1,1,1,722.393,1,7
DRF49,12.792854228644991,0,0.124448295,112.0518,OUT019,24,2,0,0,113.8518,0,4
DRK11,8.21,0,0.010808271999999999,150.5392,OUT018,0,1,2,2,1043.9744,0,3
FDT51,11.65,2,0.010963269,110.9544,OUT018,0,1,2,2,335.5632,1,3
FDE58,18.5,0,0.039094726625000006,119.8124,OUT017,2,1,1,1,4029.4216,1,2
FDT23,7.72,2,0.075035902,78.7986,OUT018,0,1,2,2,856.8846,1,3
NCT42,5.88,1,0.024882613999999997,149.4392,OUT035,5,2,1,1,1640.5312,2,6
FDJ41,6.85,0,0.022878952999999997,262.3594,OUT035,5,2,1,1,3924.8909999999996,1,6
NCF42,12.792854228644991,1,0.16657250099999998,176.1712,OUT027,24,1,2,3,3691.1952,2,5
FDA19,7.52,0,0.055081622999999996,128.8994,OUT013,22,0,2,1,2055.9904,1,1
FDW09,13.65,2,0.025920816,81.2302,OUT046,12,2,0,1,2059.9852,1,8
NCO14,12.792854228644991,1,0.029500321,46.2086,OUT027,24,1,2,3,802.9548,2,5
FDO39,6.985,2,0.137645467,185.2608,OUT045,7,1,1,1,2940.1728,1,7
FDR45,12.792854228644991,0,0.02793376788888889,240.6222,OUT027,24,1,2,3,4302.3996,1,5
FDA15,9.3,0,0.026818196000000002,248.9092,OUT010,11,1,2,0,498.0184,1,0
FDY13,12.1,0,0.030102335,74.767,OUT013,22,0,2,1,2220.4429999999998,1,1
FDY31,5.98,0,0.043740308,145.3418,OUT018,0,1,2,2,2354.2688,1,3
NCS29,9.0,1,0.069653585,266.2884,OUT049,10,1,0,1,2914.8724,2,9
FDJ52,7.145,0,0.01785932,160.6578,OUT018,0,1,2,2,2246.4092,1,3
NCX41,19.0,1,0.017755213,211.7244,OUT045,7,1,1,1,2752.4172,2,7
FDQ36,7.855,2,0.161875063,35.6848,OUT045,7,1,1,1,335.5632,1,7
FDV35,19.5,0,0.128181759,156.1314,OUT035,5,2,1,1,2792.3652,1,6
FDE02,8.71,0,0.12125037400000001,92.7778,OUT046,12,2,0,1,1032.6558,1,8
FDA34,11.5,0,0.014921093,173.908,OUT018,0,1,2,2,1211.756,1,3
NCL42,18.85,1,0.040434372,244.3144,OUT049,10,1,0,1,5635.3312,2,9
FDE14,13.65,2,0.031508924,98.77,OUT045,7,1,1,1,1697.79,1,7
DRD25,6.135,0,0.079094835,114.38600000000001,OUT049,10,1,0,1,1018.674,0,9
DRF01,5.655,0,0.175793413,146.9102,OUT018,0,1,2,2,1749.7224,0,3
FDF39,14.85,2,0.019495051,261.291,OUT013,22,0,2,1,10256.649,1,1
FDP01,20.75,2,0.06331397400000001,153.7682,OUT035,5,2,1,1,1829.6184,1,6
FDB10,10.0,0,0.0674819,234.859,OUT018,0,1,2,2,1181.795,1,3
FDY14,10.3,0,0.07002695099999999,263.6226,OUT035,5,2,1,1,6608.065,1,6
FDR57,5.675,2,0.023496967,156.1288,OUT046,12,2,0,1,2828.3184,1,8
NCH29,5.51,1,0.03353246355555555,98.9726,OUT018,0,1,2,2,1565.9616,2,3
FDJ45,17.75,0,0.073559521,33.9216,OUT045,7,1,1,1,830.9184,1,7
FDZ48,17.75,0,0.07626905,113.1544,OUT018,0,1,2,2,1006.6896,1,3
FDV44,8.365,2,0.039925235,189.2188,OUT045,7,1,1,1,4570.0512,1,7
FDR01,12.792854228644991,2,0.093883945,200.4742,OUT019,24,2,0,0,398.1484,1,4
FDZ57,10.0,2,0.03773288,128.2994,OUT013,22,0,2,1,1413.4934,1,1
FDI08,18.2,2,0.066400129,250.1092,OUT049,10,1,0,1,5727.2116,1,9
DRA24,19.35,2,0.039920687,163.3868,OUT035,5,2,1,1,3439.5228,0,6
FDS39,12.792854228644991,0,0.022351807999999997,143.7812,OUT027,24,1,2,3,4986.842000000001,1,5
NCL31,7.39,1,0.12018089400000001,141.447,OUT013,22,0,2,1,2290.3520000000003,2,1
FDD34,7.945,0,0.015900971,163.821,OUT049,10,1,0,1,1794.3310000000001,1,9
FDC34,16.0,2,0.172759093,157.0972,OUT046,12,2,0,1,4673.916,1,8
NCK05,20.1,1,0.077454252,59.2536,OUT046,12,2,0,1,735.0432,2,8
FDB32,20.6,0,0.039255412,94.4778,OUT010,11,1,2,0,93.8778,1,0
FDC03,8.575,2,0.072252888,196.5794,OUT017,2,1,1,1,5267.1438,1,2
FDO19,17.7,2,0.016664252,47.9034,OUT018,0,1,2,2,729.051,1,3
FDZ28,20.0,2,0.08618788599999999,125.4678,OUT010,11,1,2,0,127.1678,1,0
FDK28,5.695,0,0.10978405599999999,256.0646,OUT010,11,1,2,0,1288.323,1,0
NCU30,5.11,1,0.029742745555555554,164.72099999999998,OUT018,0,1,2,2,3588.6620000000003,2,3
FDV57,15.25,2,0.049433515250000004,178.166,OUT045,7,1,1,1,4853.682,1,7
FDB02,12.792854228644991,2,0.029023048,177.83700000000002,OUT027,24,1,2,3,6704.606,1,5
FDD52,18.25,2,0.183142346,110.35700000000001,OUT013,22,0,2,1,2087.283,1,1
FDN34,15.6,2,0.039454636,170.6132,OUT013,22,0,2,1,6595.4148,1,1
FDB50,13.0,0,0.153857402,76.3986,OUT049,10,1,0,1,778.9860000000001,1,9
FDS55,7.02,0,0.081290366,147.3734,OUT049,10,1,0,1,2524.0478,1,9
FDR21,19.7,0,0.066935459,177.537,OUT046,12,2,0,1,3175.866,1,8
NCD07,9.1,1,0.055514919,112.5518,OUT049,10,1,0,1,341.5554,2,9
FDO11,8.0,2,0.050657232,249.9092,OUT010,11,1,2,0,249.0092,1,0
NCC54,17.75,1,0.098108957,240.9196,OUT018,0,1,2,2,4579.3724,2,3
FDV35,19.5,0,0.128405328,156.4314,OUT049,10,1,0,1,2326.971,1,9
NCU29,7.685,1,0.025477448,145.276,OUT046,12,2,0,1,3515.4240000000004,2,8
NCZ53,9.6,1,0.040969757,188.7214,OUT010,11,1,2,0,376.8428,2,0
DRE03,19.6,0,0.040550868,45.5718,OUT010,11,1,2,0,47.2718,0,0
FDZ09,17.6,0,0.17554588899999998,163.6868,OUT010,11,1,2,0,163.7868,1,0
FDE40,15.6,2,0.099344826,63.6194,OUT045,7,1,1,1,743.0328,1,7
NCS18,12.65,1,0.042276746,108.4938,OUT049,10,1,0,1,1500.7132,2,9
FDX24,12.792854228644991,0,0.013861607,94.4462,OUT027,24,1,2,3,2036.0164,1,5
FDS34,12.792854228644991,2,0.076387367,112.1518,OUT027,24,1,2,3,3870.9612,1,5
NCS53,14.5,1,0.08996026,159.5604,OUT045,7,1,1,1,1426.1436,2,7
FDH38,6.425,0,0.010480751,116.5808,OUT018,0,1,2,2,2460.7968,1,3
DRM35,9.695,0,0.070587419,176.9344,OUT045,7,1,1,1,5888.3352,0,7
DRI25,19.6,0,0.03387323,56.1614,OUT013,22,0,2,1,828.921,0,1
NCP06,20.7,1,0.039238384,152.8366,OUT035,5,2,1,1,2569.3222,2,6
FDT02,12.6,0,0.024331586000000002,34.9874,OUT017,2,1,1,1,529.311,1,2
NCP14,8.275,1,0.11019797699999999,104.2306,OUT013,22,0,2,1,3658.571,2,1
NCD43,12.792854228644991,1,0.028048877000000003,106.1964,OUT019,24,2,0,0,210.3928,2,4
FDP20,19.85,0,0.045631230999999994,128.102,OUT013,22,0,2,1,1265.02,1,1
FDK04,7.36,0,0.08755962099999999,55.2588,OUT010,11,1,2,0,229.0352,1,0
FDQ15,20.35,2,0.25286597899999996,82.7276,OUT010,11,1,2,0,162.4552,1,0
FDE11,17.7,2,0.135306012,183.7924,OUT049,10,1,0,1,2221.1088,1,9
FDN01,12.792854228644991,0,0.126760908,176.937,OUT019,24,2,0,0,352.874,1,4
FDC29,8.39,2,0.024201083999999998,112.6176,OUT035,5,2,1,1,2175.8344,1,6
FDC48,9.195,0,0.015856295,81.6592,OUT035,5,2,1,1,1403.5064,1,6
DRF27,8.93,0,0.028411898999999997,152.334,OUT035,5,2,1,1,2143.876,0,6
NCB55,15.7,1,0.160529322,59.2562,OUT013,22,0,2,1,296.281,2,1
NCX30,16.7,1,0.026771204,246.3776,OUT017,2,1,1,1,1981.4208,2,2
DRN36,12.792854228644991,0,0.049934854,95.0752,OUT027,24,1,2,3,2588.6304,0,5
FDP08,20.5,2,0.11304588300000001,194.1478,OUT017,2,1,1,1,2906.217,1,2
NCD31,12.792854228644991,1,0.015359722,163.7526,OUT027,24,1,2,3,1973.4312,2,5
FDK45,11.65,0,0.034049703,112.286,OUT017,2,1,1,1,452.744,1,2
DRE49,20.75,0,0.02128304,153.5024,OUT049,10,1,0,1,2428.8384,0,9
FDU52,12.792854228644991,0,0.063462048,157.563,OUT027,24,1,2,3,1721.0929999999998,1,5
FDD53,16.2,0,0.074019393,41.7454,OUT010,11,1,2,0,83.8908,1,0
FDF11,10.195,2,0.017666978,239.4538,OUT045,7,1,1,1,4566.7222,1,7
NCR30,12.792854228644991,1,0.12429953099999999,73.4696,OUT019,24,2,0,0,298.2784,2,4
FDD03,13.3,0,0.079739853,233.03,OUT013,22,0,2,1,5359.69,1,1
FDF09,6.215,0,0.012167793,37.4848,OUT049,10,1,0,1,111.8544,1,9
FDS33,6.67,2,0.10805243070000001,90.5514,OUT018,0,1,2,2,974.0654,1,3
FDK03,12.6,2,0.074338562,255.5356,OUT017,2,1,1,1,9664.7528,1,2
FDD29,12.15,0,0.018407033,254.7698,OUT035,5,2,1,1,5834.4054,1,6
FDD02,16.6,0,0.050369190999999994,117.2124,OUT049,10,1,0,1,1422.1488,1,9
FDF29,12.792854228644991,2,0.019837655,128.131,OUT027,24,1,2,3,1687.8029999999999,1,5
FDP59,20.85,2,0.05646571400000001,103.6648,OUT046,12,2,0,1,2285.0256,1,8
NCN17,11.0,1,0.05492864099999999,101.7358,OUT035,5,2,1,1,1508.037,2,6
NCM55,15.6,1,0.066829875,185.5924,OUT049,10,1,0,1,3146.5708,2,9
FDD39,12.792854228644991,0,0.12283217199999999,217.685,OUT019,24,2,0,0,432.77,1,4
FDS02,10.195,2,0.146692433,194.5794,OUT017,2,1,1,1,4096.6674,1,2
FDN16,12.6,2,0.06282744700000001,105.09899999999999,OUT045,7,1,1,1,1444.786,1,7
FDM21,20.2,0,0.064464147,255.7646,OUT049,10,1,0,1,5410.9566,1,9
FDJ04,18.0,0,0.12495901300000001,116.5124,OUT018,0,1,2,2,355.5372,1,3
FDT50,6.75,2,0.11289932529999999,96.7752,OUT049,10,1,0,1,1342.2528,1,9
FDM27,12.35,2,0.15911489,158.1946,OUT018,0,1,2,2,1104.5622,1,3
FDT19,7.59,2,0.145335007,173.108,OUT045,7,1,1,1,2077.2960000000003,1,7
FDQ39,14.8,0,0.081168135,190.5846,OUT049,10,1,0,1,3630.6074,1,9
NCU30,5.11,1,0.034874689,161.721,OUT046,12,2,0,1,2446.815,2,8
FDY27,6.38,0,0.031898175,177.4344,OUT046,12,2,0,1,1784.344,1,8
FDW14,8.3,2,0.038211537000000004,87.7198,OUT046,12,2,0,1,1569.9564,1,8
FDJ21,16.7,2,0.03874616,143.8102,OUT017,2,1,1,1,4811.7366,1,2
FDX47,12.792854228644991,2,0.03443677,156.5288,OUT027,24,1,2,3,4870.9928,1,5
FDK56,9.695,0,0.130261652,185.2898,OUT045,7,1,1,1,3367.6164,1,7
NCN05,8.235,1,0.014456938,184.795,OUT035,5,2,1,1,1464.76,2,6
FDC26,10.195,0,0.126383094,112.1886,OUT046,12,2,0,1,667.1316,1,8
FDT14,10.695,2,0.127620811,119.244,OUT013,22,0,2,1,3475.4759999999997,1,1
FDS36,8.38,2,0.046878474,109.85700000000001,OUT035,5,2,1,1,2306.9970000000003,1,6
FDR48,11.65,0,0.220111117,153.0024,OUT010,11,1,2,0,455.4072,1,0
FDM04,9.195,2,0.0471117,52.0666,OUT035,5,2,1,1,615.1992,1,6
FDZ37,8.1,2,0.019768503,88.6198,OUT046,12,2,0,1,1569.9564,1,8
FDE46,18.6,0,0.015858893,152.9366,OUT017,2,1,1,1,453.4098,1,2
NCQ53,17.6,1,0.018905326,234.65900000000002,OUT046,12,2,0,1,8508.924,2,8
NCN42,20.25,1,0.014280553999999999,148.0418,OUT018,0,1,2,2,1177.1344,2,3
DRH11,5.98,0,0.075675438,53.3614,OUT049,10,1,0,1,331.5684,0,9
NCI42,18.75,1,0.010381661,207.8954,OUT049,10,1,0,1,2292.3494,2,9
FDT07,5.82,2,0.07747588400000001,255.333,OUT045,7,1,1,1,4870.327,1,7
DRL60,8.52,0,0.02705936,153.3682,OUT046,12,2,0,1,914.8092,0,8
FDG20,15.5,2,0.126199917,178.4028,OUT018,0,1,2,2,1239.7196,1,3
FDF56,16.7,2,0.119462225,182.7976,OUT046,12,2,0,1,1810.976,1,8
FDV33,9.6,2,0.027454997000000002,258.1304,OUT018,0,1,2,2,2324.9736,1,3
NCF31,9.13,1,0.051928034000000005,151.4024,OUT049,10,1,0,1,1973.4312,2,9
FDD59,10.5,2,0.057969827625000005,78.296,OUT046,12,2,0,1,1438.128,1,8
FDQ52,17.0,0,0.119570595,249.7434,OUT049,10,1,0,1,4221.8378,1,9
FDP09,12.792854228644991,0,0.033725742999999996,211.6902,OUT027,24,1,2,3,4247.804,1,5
FDK24,9.195,0,0.10127579199999999,46.4744,OUT035,5,2,1,1,950.7624,1,6
NCA18,10.1,1,0.056077574000000005,117.8492,OUT046,12,2,0,1,1621.8888,2,8
NCE07,8.18,1,0.013694736200000002,140.5154,OUT045,7,1,1,1,1701.7848,2,7
FDM45,8.655,2,0.088178053,122.6756,OUT035,5,2,1,1,2302.3364,1,6
FDQ32,17.85,2,0.046608497,122.9388,OUT046,12,2,0,1,3095.97,1,8
FDI34,10.65,2,0.085119855,229.8668,OUT035,5,2,1,1,4146.6024,1,6
FDE14,13.65,2,0.031418984,99.27,OUT013,22,0,2,1,2596.62,1,1
DRF37,17.25,0,0.08480965800000001,261.191,OUT017,2,1,1,1,3155.8920000000003,0,2
FDW44,9.5,2,0.035350045,169.7448,OUT017,2,1,1,1,3579.3408,1,2
FDC59,16.7,2,0.0569810057,63.6168,OUT049,10,1,0,1,1342.2528,1,9
NCI29,8.6,1,0.054601779,141.1154,OUT010,11,1,2,0,425.4462,2,0
FDV38,19.25,0,0.10218842800000001,54.3956,OUT018,0,1,2,2,1201.1032,1,3
FDZ49,11.0,2,0.133034816,222.0798,OUT013,22,0,2,1,2864.9374,1,1
DRD49,9.895,0,0.16817143,237.7564,OUT045,7,1,1,1,3813.7024,0,7
FDA02,14.0,2,0.029722659,143.4786,OUT046,12,2,0,1,1589.2646,1,8
FDX20,7.365,0,0.042733625,226.972,OUT018,0,1,2,2,3848.324,1,3
FDS24,20.85,2,0.062172698,90.2514,OUT013,22,0,2,1,619.8598,1,1
FDI58,7.64,2,0.070704474,93.412,OUT046,12,2,0,1,1491.392,1,8
FDQ60,12.792854228644991,2,0.191500528,121.2098,OUT019,24,2,0,0,120.5098,1,4
FDJ27,17.7,2,0.12206551800000001,103.3674,OUT049,10,1,0,1,2546.685,1,9
FDV27,7.97,2,0.04021623,90.4514,OUT017,2,1,1,1,1328.271,1,2
NCL41,12.35,1,0.041737627,33.1216,OUT046,12,2,0,1,519.3240000000001,2,8
NCP29,8.42,1,0.11227101,63.2168,OUT046,12,2,0,1,703.0848,2,8
FDC45,12.792854228644991,0,0.135075924,170.3106,OUT027,24,1,2,3,3422.212,1,5
FDN33,6.305,2,0.12301331,93.2436,OUT013,22,0,2,1,2079.9592,1,1
DRC01,5.92,2,0.019238942,49.8692,OUT045,7,1,1,1,1133.1916,0,7
FDL57,15.1,2,0.067212845,260.2304,OUT045,7,1,1,1,4908.2776,1,7
NCF42,17.35,1,0.280164929,177.5712,OUT010,11,1,2,0,527.3136,2,0
FDG50,7.405,0,0.015271793,89.9146,OUT046,12,2,0,1,1550.6482,1,8
FDH22,6.405,0,0.13651285800000001,128.7678,OUT049,10,1,0,1,3052.0272,1,9
FDO36,19.7,0,0.07803497599999999,178.06599999999997,OUT049,10,1,0,1,3954.8520000000003,1,9
FDY04,17.7,2,0.042649476,162.721,OUT018,0,1,2,2,978.7260000000001,1,3
FDZ09,17.6,0,0.104859135,161.8868,OUT035,5,2,1,1,4094.67,1,6
FDH28,15.85,2,0.110202066,39.7506,OUT049,10,1,0,1,721.0614,1,9
FDN32,17.5,0,0.01558456,185.1266,OUT049,10,1,0,1,4795.0916,1,9
DRJ37,12.792854228644991,0,0.060805497,150.8024,OUT027,24,1,2,3,3339.6528,0,5
FDE57,9.6,0,0.036490369,140.8154,OUT017,2,1,1,1,1843.6002,1,2
FDG05,11.0,2,0.088025298,158.063,OUT045,7,1,1,1,2659.8709999999996,1,7
FDI09,20.75,2,0.129864461,240.188,OUT018,0,1,2,2,5992.2,1,3
DRD12,12.792854228644991,0,0.074149546375,89.4146,OUT027,24,1,2,3,2645.2234,0,5
FDD02,16.6,0,0.084176826,118.0124,OUT010,11,1,2,0,592.562,1,0
FDI36,12.5,2,0.062343432000000004,199.7426,OUT046,12,2,0,1,593.2278,1,8
DRK39,7.02,0,0.049942926,82.425,OUT049,10,1,0,1,1414.825,0,9
FDH44,19.1,2,0.025867261000000003,147.6418,OUT035,5,2,1,1,1471.418,1,6
FDS56,5.785,2,0.038817121,262.6252,OUT049,10,1,0,1,524.6504,1,9
DRJ59,11.65,0,0.01941154,40.3164,OUT045,7,1,1,1,502.0132,0,7
NCA30,19.0,1,0.216478153,190.1872,OUT010,11,1,2,0,567.2616,2,0
FDF17,5.19,0,0.042707323,197.81099999999998,OUT045,7,1,1,1,2946.165,1,7
NCX18,14.15,1,0.008293218699999999,196.31099999999998,OUT046,12,2,0,1,3338.987,2,8
NCO53,16.2,1,0.175898114,183.7608,OUT018,0,1,2,2,2940.1728,2,3
FDT23,7.72,2,0.074847665,78.8986,OUT049,10,1,0,1,623.1888,1,9
NCJ19,18.6,1,0.118180011,56.2588,OUT046,12,2,0,1,1030.6584,2,8
FDI05,8.35,2,0.127587344,76.5354,OUT017,2,1,1,1,1805.6496,1,2
NCJ19,18.6,1,0.19780911,55.6588,OUT010,11,1,2,0,114.5176,2,0
NCS29,12.792854228644991,1,0.069208684,264.0884,OUT027,24,1,2,3,4504.8028,2,5
NCC06,19.0,1,0.026963908999999998,129.8336,OUT013,22,0,2,1,3451.5072,2,1
FDJ12,8.895,2,0.039261947,207.4296,OUT017,2,1,1,1,2492.7552,1,2
FDW48,18.0,0,0.008533716,78.5618,OUT013,22,0,2,1,402.809,1,1
FDX32,15.1,2,0.100423086,144.7786,OUT017,2,1,1,1,2600.6148,1,2
FDH02,12.792854228644991,2,0.020056312444444443,91.8488,OUT027,24,1,2,3,2716.4640000000004,1,5
FDD16,20.5,0,0.036353098,75.8696,OUT046,12,2,0,1,2386.2272,1,8
FDR09,12.792854228644991,0,0.077348214,259.7962,OUT027,24,1,2,3,8028.8822,1,5
FDB32,20.6,0,0.023548476000000002,93.3778,OUT018,0,1,2,2,1314.2892,1,3
FDP11,15.85,0,0.069043044,218.7166,OUT013,22,0,2,1,4136.6154,1,1
FDG09,20.6,2,0.048010812,187.7556,OUT049,10,1,0,1,3004.0896,1,9
FDF21,10.3,2,0.05877842900000001,187.85299999999998,OUT013,22,0,2,1,2656.542,1,1
NCJ19,12.792854228644991,1,0.117607719,55.2588,OUT027,24,1,2,3,2748.4224,2,5
FDY03,17.6,2,0.127412338,111.3202,OUT010,11,1,2,0,337.5606,1,0
FDK58,11.35,2,0.044945123,101.0016,OUT013,22,0,2,1,2631.2416,1,1
FDC26,10.195,0,0.126579586,112.2886,OUT049,10,1,0,1,2557.3378,1,9
FDN15,17.5,0,0.016802225,138.518,OUT018,0,1,2,2,2376.906,1,3
DRH11,12.792854228644991,0,0.075192072,56.0614,OUT027,24,1,2,3,2597.2858,0,5
